,accuracy,macro_f1,roc_auc_ovr
fold1,0.9460490463215259,0.86132766217904,0.9907762615707069
fold2,0.9482288828337875,0.8607282019951624,0.988080008190061
fold3,0.9492911668484187,0.8683787910593141,0.9874932254934665
fold4,0.9525627044711014,0.8813628747652072,0.9943986557377886
fold5,0.9580152671755725,0.8961497918111875,0.9945207906142951
