,accuracy,macro_f1,roc_auc_ovr
fold1,0.9455040871934605,0.8612225545604039,0.9938410774192209
fold2,0.9460490463215259,0.849992104162686,0.993259548010202
fold3,0.9531079607415486,0.876253467754354,0.9940567946689713
fold4,0.95092693565976,0.881573005208106,0.9947608582199806
fold5,0.9574700109051254,0.8952436842496626,0.9962585213991554
