,accuracy,macro_f1,roc_auc_ovr
fold1,0.9471389645776567,0.8663448674732965,0.9940058795233252
fold2,0.9465940054495913,0.8510218916228675,0.9936696693282787
fold3,0.9520174482006543,0.8741444975239634,0.9941373643161789
fold4,0.955288985823337,0.8914499370757846,0.9959161049557148
fold5,0.9574700109051254,0.8922883733577063,0.9960288904560827
