,accuracy,macro_f1,roc_auc_ovr
fold1,0.9878542510121457,0.9826779578467075,0.9991343530083626
fold2,1.0,1.0,1.0
fold3,0.983739837398374,0.8705288983292269,0.9999188358991122
fold4,0.9878048780487805,0.9164593435940684,0.9997611407367112
fold5,0.9878048780487805,0.9629007158418924,0.999923243060498
