,accuracy,macro_f1,roc_auc_ovr
fold1,0.9757085020242915,0.9257563160866948,0.9998558448356236
fold2,0.9919028340080972,0.9567701675754683,1.0
fold3,0.991869918699187,0.9508046364637384,0.9999570169782935
fold4,0.9878048780487805,0.9164593435940684,0.9995334540336148
fold5,0.9878048780487805,0.9471675124501697,0.999576072633412
