,accuracy,macro_f1,roc_auc_ovr
fold1,0.9838056680161943,0.9557715345791087,0.9992160314832813
fold2,0.9919028340080972,0.9567701675754683,1.0
fold3,0.9878048780487805,0.948434390027822,0.9989603041224946
fold4,0.991869918699187,0.9397601050427623,0.9995334540336148
fold5,0.983739837398374,0.9408835376730443,0.9995345405935487
