,accuracy,macro_f1,roc_auc_ovr
fold1,0.97165991902834,0.9185033773269067,0.9995239939144702
fold2,0.9919028340080972,0.9756641113423061,0.9999718230487462
fold3,1.0,1.0,1.0
fold4,0.9878048780487805,0.9141956197683752,0.9991727596521022
fold5,0.9715447154471545,0.8620631138690373,0.9994854249446262
